movie,rt_critic,rt_audience
Gremlins 2: The New Batch,71,57
Grimsby,37,41
Cool Runnings,76,81
Cellular,55,59
Amour,93,82
The Devil's Rejects,55,78
The Legend of Zorro,26,48
The Cider House Rules,71,77
Elizabeth,82,86
Runaway Bride,46,53
A Nightmare on Elm Street,15,43
Babylon A.D.,6,26
The Last Boy Scout,47,68
Reign Over Me,64,81
In the Line of Fire,96,79
Patriots Day,81,86
Good Time,92,81
While You Were Sleeping,80,79
Anna Karenina,63,50
Letters to Juliet,42,62
Bombshell,68,84
Boys Don't Cry,89,87
Fifty Shades Darker,11,48
Sahara,38,53
Year One,14,23
Collateral Beauty,14,64
Sonic the Hedgehog,63,93
Home,51,64
The Guest,91,69
Intolerable Cruelty,75,48
That's My Boy,20,51
The Losers,49,54
The Hurricane,83,87
Land of the Dead,74,51
The American,,
Runaway Jury,73,75
Take Shelter,92,81
Dr. Dolittle,42,35
The International,58,37
I Love You Phillip Morris,71,61
The Ring Two,20,33
Only Lovers Left Alive,85,75
Braindead,88,87
Het regent gehaktballen 2,,
DragonHeart,50,60
Flickan som lekte med elden,69,68
The Rite,21,40
Another Earth,66,66
Broken Arrow,52,44
Malèna,,
The King,71,83
Funny Games,52,54
Gerald's Game,91,70
Das Experiment,72,88
Self/less,19,46
Saw 3D,10,42
Dead Man,,
Season of the Witch,11,30
The Best Exotic Marigold Hotel,78,78
Election,92,79
Instant Family,81,82
The Purge: Election Year,56,48
Paranormal Activity 3,66,51
Waiting...,30,75
Hereafter,47,38
Demolition,53,54
Clear and Present Danger,80,74
The Hot Chick,22,59
To All the Boys I've Loved Before,96,86
Revolver,15,56
Edge of Darkness,55,49
My Sister's Keeper,48,72
Eat Pray Love,36,42
Escape Room,51,51
Gemini Man,26,83
Bad Grandpa,61,60
The Painted Veil,74,85
You're Next,79,60
The Box,44,24
Persepolis,96,92
Dreamcatcher,28,35
A Good Year,25,65
Dead Man Walking,95,86
Mr. Popper's Penguins,47,53
De Spiderwick kronieken,81,63
Nick and Norah's Infinite Playlist,74,65
The X Files: I Want to Believe,31,32
Sister Act,74,65
Be Kind Rewind,65,56
The One,,
Bedtime Stories,27,55
The People vs. Larry Flynt,88,80
The Death of Stalin,95,78
The Pacifier,21,58
Grosse Pointe Blank,80,87
Beginners,85,77
3 Days to Kill,28,43
Widows,91,61
Meet the Robinsons,67,74
Bring It On,63,66
Monsters,73,53
The Muppets,95,80
Killers,10,41
The Guardian,37,80
A Cure for Wellness,42,41
Concussion,59,74
Elektra,11,29
Bone Tomahawk,91,73
Palm Springs,94,88
Following,81,85
Twin Peaks: Fire Walk with Me,64,78
Disaster Movie,1,21
The Thomas Crown Affair,70,77
Sling Blade,96,92
42,81,85
Overlord,81,66
Hardcore Henry,52,54
Open Season,48,57
Nymphomaniac: Vol. II,,
Selma,99,86
Skyline,16,18
It's Complicated,58,60
The Heartbreak Kid,29,37
Malcolm X,89,91
Cop Land,75,67
Maleficent: Mistress of Evil,39,95
Out of Sight,93,74
Big Eyes,72,68
Ali G Indahouse,56,54
Chicken Little,36,47
Here Comes the Boom,,
Eddie the Eagle,,
Elephant,73,79
The Last House on the Left,43,52
The Quick and the Dead,59,53
Dead Silence,20,51
Sweet November,15,76
Piranha 3D,74,43
Good Luck Chuck,5,57
Submarine,88,82
Hitman: Agent 47,8,40
Rogue Assassin,13,51
xXx: Return of Xander Cage,44,37
Teenage Mutant Ninja Turtles,40,81
Sing Street,95,92
Hostel: Part II,44,39
Around the World in 80 Days,32,34
Turbo,67,65
Cop Out,19,39
The Circle,15,21
We Own the Night,57,61
The Road to El Dorado,48,66
Ghosts of Girlfriends Past,28,40
Hustlers,87,65
American Ultra,43,45
August: Osage County,67,65
She's All That,40,55
The Neon Demon,59,51
Ghost Dog: The Way of the Samurai,83,86
Righteous Kill,18,37
Teenage Mutant Ninja Turtles: Out of the Shadows,38,46
Flubber,24,33
It Comes at Night,87,44
Resident Evil: The Final Chapter,37,48
To Rome with Love,46,40
Hot Shots! Part Deux,57,63
Knock Knock,89,67
Maid in Manhattan,38,43
Crazy Heart,90,76
The Duff,73,66
Sneeuwwitje,,
Half Nelson,90,82
Wild at Heart,67,81
The Smurfs,21,44
Harry Brown,63,75
The Doors,57,79
Beautiful Creatures,47,54
Stuck in Love,58,68
Our Idiot Brother,70,51
Sex Drive,46,58
Confessions of a Dangerous Mind,79,75
Haywire,80,41
Goon,81,71
Secretary,77,82
The Bling Ring,60,33
"Synecdoche, New York",68,71
Never Been Kissed,55,69
My Week with Marilyn,83,71
Snitch,57,61
Rambo: Last Blood,26,82
Finding Forrester,74,79
October Sky,91,88
The New World,62,58
La Vie En Rose,74,84
Cashback,48,77
Mike and Dave Need Wedding Dates,38,51
Universal Soldier,33,46
Monster's Ball,85,67
The Room,23,47
The Straight Story,95,91
Analyze That,27,39
The Raven,22,46
Pet Sematary,57,33
New Year's Eve,7,45
The Frighteners,64,71
Addams Family Values,77,63
Dante's Peak,26,38
Short Term 12,98,92
Taking Lives,22,55
Jane Eyre,84,76
Arlington Road,63,74
The Pink Panther,21,51
Hide and Seek,13,50
Flipped,54,78
Frida,75,85
The Last Song,21,66
Nacho Libre,40,54
A Monster Calls,86,81
Sky Captain and the World of Tomorrow,70,46
RoboCop 2,30,36
How to Be Single,47,47
A Cinderella Story,12,53
Goosebumps,78,62
The Guard,94,81
Mamma Mia! Here We Go Again,79,65
Big Momma's House,30,57
The Lost City of Z,87,57
Scoop,41,55
The Boy,,93
Dope,88,83
Angry Birds,43,46
Unfaithful,50,68
Rio 2,48,58
Beasts of the Southern Wild,86,76
Young Adult,80,49
Gosford Park,86,78
"Extremely Wicked, Shockingly Evil and Vile",54,57
Angel Has Fallen,38,93
The Birdcage,80,81
Brightburn,58,67
Flatliners,4,32
Step Up 2: The Streets,28,76
Thir13en Ghosts,16,48
John Tucker Must Die,27,69
Final Fantasy: The Spirits Within,44,48
The Craft,55,65
Garfield,15,37
Penguins of Madagascar,,70
Eye in the Sky,95,82
The SpongeBob SquarePants Movie,68,78
Thirteen,81,77
The Fisher King,84,86
A Perfect Murder,57,51
Days of Thunder,38,60
Sky High,73,57
Case 39,21,39
The House Bunny,43,50
The Tuxedo,21,30
Ultraviolet,8,30
Spanglish,53,60
The Sandlot,63,89
The Piano,90,86
Kate & Leopold,51,62
Burlesque,36,64
No Escape,47,62
Wag the Dog,85,76
Hellboy,18,48
The Squid and the Whale,92,81
Solaris,66,59
The Ritual,73,60
Festen,91,94
"As Above, So Below",26,40
Semi-Pro,22,38
The Inbetweeners Movie,53,70
The Duchess,62,67
Jack and Jill,3,36
House of 1000 Corpses,20,65
"You, Me and Dupree",,
Centurion,61,43
"I, Frankenstein",5,38
The BFG,74,57
Holes,78,76
Horns,41,49
Legend of the Guardians: The Owls of Ga'Hoole,52,63
The Kings of Summer,76,77
U-571,67,62
Mary Poppins Returns,79,65
World Trade Center,67,60
Cars 3,69,69
Grandma's Boy,16,85
Along Came a Spider,32,53
The Pelican Brief,53,61
The Weather Man,59,56
Mona Lisa Smile,34,60
Frailty,,
Detachment,57,74
Hot Rod,39,64
Hidalgo,46,64
The Kite Runner,65,84
Wayne's World 2,60,63
Alvin and the Chipmunks,28,64
Going in Style,47,57
Kingpin,50,69
Eden Lake,79,66
The Hundred-Foot Journey,68,81
Mechanic: Resurrection,31,40
The Longest Ride,31,71
The Hudsucker Proxy,59,79
I Am Mother,91,75
Under Siege,79,62
Trumbo,74,79
Tommy Boy,42,90
Death Note,38,24
Star Trek: Generations,47,57
Abduction,5,42
The Wedding Planner,17,59
I Spit on Your Grave,32,47
The Highwaymen,58,73
The Uninvited,32,49
Beverly Hills Cop III,,66
Polar,19,70
Broken City,28,40
Project Almanac,37,45
Entourage,33,57
All Is Lost,94,63
The Mothman Prophecies,52,56
Get Shorty,88,70
Midnight Special,83,67
Fruitvale Station,94,87
Battlefield Earth,3,12
The Flintstones,20,24
All the Money in the World,80,65
Snake Eyes,41,35
Double Jeopardy,27,61
The Dukes of Hazzard,14,47
Stir of Echoes,68,70
White Men Can't Jump,76,68
Blue Streak,36,64
Swingers,87,89
Beastly,21,48
Stay,27,70
Frances Ha,92,77
Frank,92,72
Delivery Man,40,47
Super,,
Speed 2: Cruise Control,4,16
Felon,63,82
Failure to Launch,24,52
Machete Kills,29,34
Confessions of a Shopaholic,26,49
Slither,86,63
The Words,24,49
Notes on a Scandal,87,83
Morning Glory,55,51
The Invasion,19,40
Sex and the City 2,16,43
The Princess Diaries 2: Royal Engagement,26,59
Phenomenon,50,59
Kaze tachinu,,90
A Perfect World,79,84
Species,43,31
Beasts of No Nation,92,92
Star Trek: Nemesis,39,49
Bad Lieutenant: Port of Call New Orleans,86,57
Eurovision Song Contest: The Story of Fire Saga,63,78
Cabin Fever,62,44
Fool's Gold,11,48
88 Minutes,5,44
Rock of Ages,43,55
The Fourth Kind,18,41
The Long Kiss Goodnight,70,70
This Is Where I Leave You,44,59
Inkheart,,
Space Cowboys,78,53
Into the Blue,21,57
The Bridges of Madison County,90,87
Shaft,33,94
Doomsday,51,44
The Human Centipede (First Sequence),49,25
G.I. Jane,51,53
Assault on Precinct 13,59,48
Red Dawn,15,51
Kids,46,77
Jackie,87,60
Killer Joe,79,61
Shot Caller,69,80
Disconnect,70,75
House at the End of the Street,13,41
Practical Magic,22,73
Six Days Seven Nights,38,36
Fearless,73,86
Trolls,75,67
My Girl,53,77
Premonition,8,50
Zwartboek,76,87
What's Your Number?,23,44
Before I Go to Sleep,37,40
Hostiles,70,75
A Most Wanted Man,86,65
The Last Castle,52,74
Awake,23,54
Girl with a Pearl Earring,72,68
Four Lions,,
Chinjeolhan geumjassi,,
Youth,71,69
Youth in Revolt,66,52
Wanderlust,59,39
Volcano,,42
Backdraft,74,75
Hitchcock,60,60
21 & Over,27,46
Seventh Son,12,34
Collateral Damage,19,27
Paprika,84,87
Blockers,84,50
Outlander,38,44
George uit de jungle,56,41
The Haunting,,
The Water Diviner,62,60
Amistad,77,79
Deliver Us from Evil,28,42
Enter the Void,72,71
Café Society,71,56
The Black Dahlia,32,27
American Assassin,34,60
What If,74,69
Spenser Confidential,37,52
Dark Skies,41,49
The Wedding Ringer,29,63
Paterson,96,72
Whatever Works,50,61
Ong-bak,85,84
Project Power,60,47
The Hunt,57,66
Office Christmas Party,41,40
No Reservations,42,62
Deuce Bigalow: Male Gigolo,22,42
Candyman,75,62
Walking Tall,26,60
Star Trek: Insurrection,54,44
The Incredible Burt Wonderstone,38,33
Derailed,21,58
The Iceman,66,62
Star Trek: The Undiscovered Country,82,83
40 Days and 40 Nights,39,43
Freedom Writers,70,87
The Ruins,48,30
"Paris, je t'aime",86,84
Dragonball Evolution,15,20
Greyhound,78,75
Mission to Mars,25,30
Quarantine,56,44
Blindness,43,47
Underworld: Blood Wars,21,49
Ghost Town,85,60
Bottle Rocket,85,80
Escape from L.A.,53,39
What to Expect When You're Expecting,23,47
Miss Congeniality 2: Armed & Fabulous,15,43
Ever After,91,84
Bill & Ted's Bogus Journey,57,56
Chloe,51,39
Sunshine Cleaning,74,63
Surf's Up: Een Oceanimatiefilm,79,70
The Spy Who Dumped Me,49,56
Bewitched,24,28
Upside Down,28,42
Oldboy,39,37
Solomon Kane,66,49
Lost in Space,,83
Christopher Robin,72,83
Free Willy,70,50
Bridget Jones's Baby,78,65
Dreamgirls,78,71
Father of the Bride,70,70
Jigsaw,33,89
Crawl,84,75
Speed Racer,41,60
Norbit,9,53
Death Sentence,20,60
Trollhunter,81,72
The Postman,8,50
In the Valley of Elah,74,77
The Infiltrator,72,71
Unfriended,62,36
I Still Know What You Did Last Summer,7,29
Mercury Rising,21,40
The Peanut Butter Falcon,95,96
Mile 22,23,44
The Siege,44,53
12 Strong,51,62
First Knight,43,54
Ninja Assassin,26,54
Nanny McPhee,73,64
Frozen,63,46
The Sitter,22,39
Greenland,78,64
The Mountain Between Us,38,47
Made of Honour,15,55
Charlie Mortdecai,12,30
Wolf Creek,53,49
Elizabeth: The Golden Age,35,59
Midway,41,92
God Bless America,66,68
The Texas Chainsaw Massacre: The Beginning,13,53
The Midnight Sky,51,26
Blue Ruin,96,79
Haute tension,41,67
A Perfect Getaway,62,52
How to Lose Friends & Alienate People,36,42
Just Married,20,47
The Science of Sleep,70,81
Nikita,89,84
Walk Hard: The Dewey Cox Story,74,57
Elizabethtown,28,66
Europa Report,81,57
The Station Agent,94,89
xXx: The Next Level,17,32
Strange Days,63,73
Fighting with My Family,93,86
The Thirteenth Floor,30,64
Triple 9,54,41
A Lot Like Love,41,77
Be Cool,30,42
Fried Green Tomatoes,74,91
The Night Before,,68
Changing Lanes,77,53
A Most Violent Year,89,69
Go,91,78
Seabiscuit,77,76
Johnny Mnemonic,12,31
Open Range,79,84
Dumbo,46,48
Romeo Must Die,32,61
Peter Pan,77,74
Kiss the Girls,31,62
Halloween H20: 20 Years Later,52,49
The Best of Me,12,59
The First Time,47,66
Hummingbird,49,38
Bowfinger,81,61
Anomalisa,92,71
The Remains of the Day,95,89
Land of the Lost,26,32
Happiness,81,89
Invincible,72,73
Act of Valor,27,72
Hunger,90,83
The Gambler,44,31
Child 44,27,41
Anywhere But Home,25,47
Agora,53,65
Scary Movie 5,4,38
Spirit: Stallion of the Cimarron,70,77
Mysterious Skin,85,89
A Very Harold & Kumar 3D Christmas,68,59
A Dog's Purpose,35,73
Gulliver's Travels,20,27
The Eagle,39,41
Two Night Stand,38,45
Run Fatboy Run,46,64
Windtalkers,33,50
Richard Jewell,77,96
Hackers,32,68
Bandits,64,58
Robin Hood,15,41
House of Sand and Fog,74,83
Junior,36,22
Into the Storm,21,42
Sorry to Bother You,93,70
Johnny English Strikes Again,37,49
Zoolander 2,22,20
Trois couleurs: Blanc,,
Mandy,90,66
The Rainmaker,82,78
The Debt,77,66
The Book of Life,83,77
Miss Sloane,76,72
Quiz Show,96,87
Domino,18,56
Krampus,67,51
Stigmata,22,63
Ri¢hie Ri¢h,,
Underwater,47,60
Joy Ride,74,65
The Wicker Man,15,17
Indecent Proposal,35,47
Magic in the Moonlight,51,45
Death Wish,18,71
True Story,45,38
Bringing Out the Dead,72,70
Spawn,17,36
Beerfest,41,75
Joan of Arc,10,57
Whip It,84,74
De rouille et d'os,82,80
Daddy Day Care,27,48
Chung Hing sam lam,,
The Forgotten,,
A Simple Plan,91,81
Dead Man Down,41,47
The Gift,57,55
Sliding Doors,65,77
Superhero Movie,17,32
Larry Crowne,37,41
November Man,36,46
Kal Ho Naa Ho,70,91
Eighth Grade,99,82
I'm Thinking of Ending Things,82,48
Dream House,6,36
Arachnophobia,93,54
Isn't It Romantic,70,47
Dark Waters,89,95
Jersey Girl,42,48
The Awakening,62,51
Machine Gun Preacher,28,62
Daddy's Home 2,21,51
Harsh Times,48,55
Charlie Bartlett,58,71
The Informant!,79,44
Sisters,60,52
City of Ember,53,46
Suspiria,65,65
A Beautiful Day in the Neighborhood,95,92
Mr. Peabody & Sherman,81,73
Aloha,20,28
The Signal,61,38
Showgirls,23,37
The Saint,30,63
What About Bob?,84,79
Anna,33,81
Breaking the Waves,85,91
That Thing You Do!,93,78
The Family Stone,53,63
Paranormal Activity 4,23,34
Paddington 2,100,88
I Heart Huckabees,63,75
The Christmas Chronicles,67,75
The Finest Hours,63,66
Princess Ella,26,59
Red State,60,54
Salmon Fishing in the Yemen,67,64
Bloodshot,30,78
In the Mouth of Madness,,
"Jeff, Who Lives at Home",77,62
Robot & Frank,86,75
Scary Stories to Tell in the Dark,77,72
Mystery Men,61,57
My Super Ex-Girlfriend,40,31
Mr. Holmes,88,70
Control,88,89
"Legally Blonde 2: Red, White & Blonde",37,43
A Ghost Story,91,66
The Boondock Saints II: All Saints Day,23,58
The Fundamentals of Caring,77,83
Wonder Boys,81,83
TMNT,34,60
Eight Below,72,79
Stepmom,46,75
The Stepford Wives,26,30
Black Snake Moan,,
Spy Kids 2: Island of Lost Dreams,75,39
I Care a Lot,81,37
The Net,41,44
Outlaw King,61,67
Brooklyn's Finest,44,46
Kiss of the Dragon,52,68
The Hills Have Eyes II,12,40
Observe and Report,51,37
Waking Life,81,87
The Client,78,69
Runner Runner,7,33
Pan,27,40
Showtime,25,25
Urban Legend,21,37
The Man with the Iron Fists,51,40
James and the Giant Peach,91,66
Silent Hill: Revelation,10,35
Trouble with the Curve,51,66
Goal!,42,77
Timeline,11,45
The Midnight Meat Train,73,50
The Devil's Double,54,64
Penelope,53,73
Wimbledon,61,57
Punisher: War Zone,29,42
The House That Jack Built,59,64
Criminal,30,47
The Devil's Own,35,41
Coffee and Cigarettes,64,75
When in Rome,17,41
Blood Father,89,62
K-19: The Widowmaker,61,52
Dark Water,47,28
What a Girl Wants,36,62
Blast from the Past,58,56
Sabotage,22,36
Basic,21,63
Happy Death Day 2U,71,58
Brawl in Cell Block 99,90,74
Like Crazy,72,61
The Spirit,14,25
In Her Shoes,75,66
Colossal,81,59
The Game Plan,29,69
La leggenda del pianista sull'oceano,54,92
Friday Night Lights,82,85
The Haunting in Connecticut,17,45
The Mighty Ducks,23,65
Far and Away,50,62
Fish Tank,91,79
Hamilton,98,90
Only the Brave,87,91
Irrational Man,47,46
Pride and Glory,35,49
Enough Said,95,75
Star Wars: The Clone Wars,18,39
The Collector,29,48
Darkman,84,59
The Snowman,7,18
Point Break,11,29
Charlie St. Cloud,28,60
The Frozen Ground,61,50
Vertical Limit,48,41
Everybody's Fine,48,53
Annabelle Comes Home,65,70
Titan A.E.,51,60
Red Lights,30,36
S1m0ne,50,36
Jeepers Creepers 2,24,37
The Replacements,41,66
The Brave One,44,64
Hotel Transylvania 3: A Monster Vacation,62,48
Appaloosa,76,55
Becoming Jane,58,74
High School Musical 3: Senior Year,63,72
Charlie's Angels,52,78
Drillbit Taylor,26,44
Takers,28,62
Cold Pursuit,69,49
The Young Victoria,76,74
Half Baked,29,81
Keeping Up with the Joneses,19,37
Mindhunters,24,57
The Darkest Hour,12,25
Breach,84,67
Dick Tracy,63,53
Grudge Match,31,46
Gold,42,45
Something Borrowed,15,48
Save the Last Dance,53,59
Zookeeper,14,41
Ice Age: Collision Course,18,39
We Are Marshall,48,79
Peppermint,12,71
Bernie,88,73
Date Movie,7,35
Shallow Grave,,
Out of Time,64,58
The Animal,30,28
V/H/S,57,41
Gridiron Gang,42,81
A Night at the Roxbury,9,69
Rudy,78,90
The Possession,39,48
Le Petit Prince,93,84
Dennis the Menace,27,38
Papillon,52,65
Monster-in-Law,18,55
BASEketball,42,74
Mowgli,52,51
Everything Is Illuminated,67,89
Cats & Dogs,54,32
Perfect Sense,58,59
Hoodwinked!,46,56
The Lookout,87,74
Going the Distance,54,52
Solace,25,43
Pitch Perfect 3,29,43
RV,24,45
I'm Not There,77,69
The Emoji Movie,7,37
Fifty Shades Freed,11,37
The Grinch,59,50
The Art of Getting By,19,46
Storks,65,62
The Omen,26,40
Best in Show,94,89
The Square,85,71
Fractured,59,50
Jack,18,49
Fanboys,,
Firewall,18,37
Calvary,89,80
Valhalla Rising,73,49
The Great Debaters,80,86
Last Christmas,46,81
Drinking Buddies,84,49
Race to Witch Mountain,,
The Nanny Diaries,34,51
Timecop,45,36
Sexy Beast,87,85
Step Up 3D,47,64
De Lego Film 2,84,68
Night on Earth,,
Traitor,65,64
Alpha,80,71
The First Purge,56,27
Cry-Baby,73,77
Jonah Hex,12,20
Duplex,35,40
Red Planet,14,28
Spy Kids 3: Game Over,45,25
Beautiful Boy,68,77
Lake Placid,47,37
The Girl with All the Gifts,86,67
Popstar: Never Stop Never Stopping,79,65
The Sweetest Thing,26,65
Session 9,64,63
The Player,98,84
Poltergeist,30,22
Cheaper by the Dozen 2,6,57
Draft Day,60,65
Hunter Killer,37,68
Bangkok Dangerous,8,26
Les frères Sisters,87,68
Proof of Life,39,43
Benny & Joon,76,85
Animal Kingdom,94,83
Ladder 49,41,81
In the Loop,94,82
Copycat,79,64
Velvet Buzzsaw,61,35
The Dead Don't Die,54,38
America's Sweethearts,32,40
The Dressmaker,58,66
Autómata,31,30
The Boxtrolls,77,63
Peter en de Draak,,
The Sisterhood of the Traveling Pants,77,78
Wet Hot American Summer,38,75
Ouija: Origin of Evil,82,57
Rumor Has It...,19,41
"I, Daniel Blake",92,85
Rendition,47,62
Thirteen Days,83,80
The Whole Ten Yards,4,40
Woman in Gold,57,79
The Peacemaker,43,39
The Pledge,78,59
Dolemite Is My Name,97,91
Hotel Mumbai,76,86
Apollo 18,23,23
1922,91,57
A River Runs Through It,80,83
Just My Luck,14,48
My Bloody Valentine,61,44
Step Up 4 Miami Heat,41,68
Climax,68,66
Original Sin,12,61
Wristcutters: A Love Story,67,82
Dinosaur,64,48
The General's Daughter,21,46
The Age of Innocence,84,75
Chaplin,59,81
How High,26,79
Inland Empire,72,75
The Legend of Bagger Vance,43,65
Vampires,,
Sanctum,30,37
Ride Along 2,14,48
The Ice Storm,85,82
In Good Company,83,54
House on Haunted Hill,31,42
The Voices,75,57
Murder by Numbers,31,49
Tully,87,74
Victoria,82,83
Stand Up Guys,36,46
The Rocketeer,66,65
The Astronaut's Wife,15,33
Macbeth,80,64
Grave Encounters,,
Free State of Jones,47,64
Arthur Christmas,92,76
The American President,91,77
All Good Things,35,37
Insidious: The Last Key,33,51
Wicker Park,27,79
Eight Legged Freaks,47,32
Lolita,68,75
Sneakers,79,80
The Cat in the Hat,9,49
Hudson Hawk,32,56
Son of the Mask,6,16
Before We Go,27,56
The Legend of Hercules,5,33
Victor Frankenstein,27,35
Secondhand Lions,60,84
Little Women,92,84
Win Win,94,85
Bride of Chucky,46,46
Crash,63,61
The Cobbler,10,36
The Majestic,42,60
The Beguiled,79,48
The Light Between Oceans,61,61
Magic Mike XXL,65,55
Gnomeo & Juliet,55,54
Koroshiya 1,,
Queen of the Damned,17,66
The Loft,14,37
Live by Night,35,42
Menace II Society,83,93
Winter's Tale,13,44
Song of the Sea,99,92
Blackhat,32,24
Pride,91,89
Lords of Dogtown,55,81
Burt Munro: The World's Fastest Indian,82,89
Everybody Wants Some!!,87,68
Casanova,44,58
Stonehearst Asylum,54,49
My Blueberry Nights,45,61
The Farewell,98,87
Vampire Academy,16,55
The Dilemma,24,29
Stealth,12,39
Pride and Prejudice and Zombies,46,45
Away We Go,66,74
Forushande,96,84
Mousehunt,42,49
Flight of the Phoenix,30,40
The Man Who Knew Infinity,63,71
The Santa Clause 2,56,42
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,35,67
Heartbreakers,54,51
Quills,75,83
The Eye,22,43
Joe Dirt,10,63
Wes Craven's New Nightmare,79,66
The Soloist,57,56
Beavis and Butt-Head Do America,72,69
21 Bridges,53,91
'71,96,81
Leave No Trace,100,81
Gegen die Wand,,
Shine,91,90
Coneheads,35,37
Walk of Shame,12,37
Great Expectations,37,78
Alive,59,68
Wild Card,31,29
Loving Vincent,84,86
Take Me Home Tonight,28,42
My Own Private Idaho,79,80
The Crying Game,94,78
Ghosts of Mars,21,24
Florence Foster Jenkins,87,68
Stuck on You,61,35
Mommy,88,89
Open Water,71,33
Masterminds,34,35
Planet 51,23,40
Kalifornia,59,64
Jason X,,
Critical Decision,,
Mr. Right,44,56
Transsiberian,91,65
Alfie,48,51
Hart's War,59,48
Absolute Power,57,52
Hesher,55,61
Bound,89,82
Little Man,12,55
Huisdiergeheimen 2,,100
Les triplettes de Belleville,94,90
Arthur,26,44
Beoning,95,80
Stuart Little 2,81,41
Tristan + Isolde,31,71
The Love Guru,14,33
Battle of the Sexes,85,71
Courage Under Fire,85,66
Mid90s,80,80
Scooby Doo 2: De losgeslagen monsters,22,40
Sleeping with the Enemy,20,61
The Muppet Christmas Carol,76,86
Veronica Mars,79,78
The Proposition,85,85
The Condemned,15,58
Empire Records,31,83
Arbitrage,87,62
Cassandra's Dream,46,49
