movie,rt_critic,rt_audience
Dead Man's Shoes,57,91
Keeping the Faith,69,59
Jin ling shi san chai,41,73
Whiskey Tango Foxtrot,67,54
Yip Man 3,76,73
The SpongeBob Movie: Sponge Out of Water,81,54
Breakdown,81,67
I Don't Feel at Home in This World Anymore.,89,76
Turist,94,75
Neko no ongaeshi,,
Sinbad: Legend of the Seven Seas,45,56
Sister Act 2: Back in the Habit,19,61
Boiler Room,66,78
Dolittle,14,76
Don 2,71,72
I Feel Pretty,35,35
The Unborn,10,30
The Rules of Attraction,43,71
You Again,19,43
Martha Marcy May Marlene,90,71
U Turn,61,62
I Spy,16,33
47 Meters Down,52,36
Ferdinand,72,51
Love,40,38
Dave,95,72
Jungle,60,59
Chennai Express,50,53
Don't Say a Word,24,49
Man Up,80,69
Lakeview Terrace,44,39
Captive State,44,38
The Brothers Bloom,68,64
Super Mario Bros.,24,29
Sinister 2,15,31
The Wedding Date,11,67
Halloween II,21,45
Rent,46,83
Deuce Bigalow: European Gigolo,9,33
City Slickers,90,64
Ouija,6,24
Dangerous Minds,29,64
Detroit,82,79
Hot Pursuit,7,35
Truth or Dare,16,22
The East,76,64
The Space Between Us,16,54
Just Mercy,85,99
Nutty Professor II: The Klumps,26,33
15 Minutes,32,37
First Reformed,93,68
Miracle,81,90
The Hustle,13,43
Tammy,24,36
Don Juan DeMarco,,
The Back-up Plan,18,46
The Benchwarmers,13,64
Colonia,27,61
Buffalo '66,77,88
Adrift,69,66
Odd Thomas,38,65
Everything Must Go,73,53
National Security,11,45
The Last Exorcism,72,35
The Sentinel,35,40
Under the Tuscan Sun,62,78
Duplicity,65,37
American Splendor,94,86
Bulletproof Monk,23,38
The 51st State,26,59
The Double,21,33
Untraceable,16,52
Bullet to the Head,45,39
This Boy's Life,76,79
Kinsey,90,75
Rough Night,45,29
Lions for Lambs,27,47
The Big Wedding,7,40
The Beaver,62,55
Rabbit Hole,87,72
Mortal Kombat: Annihilation,2,25
Rachel Getting Married,84,62
In the Tall Grass,36,33
Naked Lunch,69,77
The Grudge 2,12,40
Extinction,32,47
While We're Young,84,51
How Do You Know,31,25
Can You Ever Forgive Me?,98,81
White Noise,7,31
Always Be My Maybe,89,80
French Kiss,48,74
Death at a Funeral,43,45
Orange County,46,61
Last Night,53,46
Kis Uykusu,87,83
Hotel Artemis,58,35
Tusk,45,36
Don't Be Afraid of the Dark,60,34
Bad Words,80,51
The Covenant,4,62
Fair Game,79,65
The Wind that Shakes the Barley,90,87
"The Adventures of Priscilla, Queen of the Desert",96,88
Before I Fall,64,57
Vampires Suck,4,29
Disclosure,59,41
Footloose,69,61
The Upside,42,82
London Boulevard,38,30
The Runaways,69,55
Mimic,64,37
Airheads,23,50
Tin Cup,71,65
W.,,
Reality Bites,66,74
The Fan,37,34
Freddy Got Fingered,10,56
The New Mutants,35,56
Can't Hardly Wait,40,63
Holidate,44,40
Life,50,77
Kon-Tiki,81,77
Sydney White,35,70
RoboCop 3,6,14
The House with a Clock in Its Walls,65,45
Bulletproof Gangster,62,67
Black Dynamite,83,85
Gigli,6,13
Soul Surfer,45,75
Psycho,39,28
Diary of the Dead,62,41
Joe,85,68
The Collection,36,49
Wyatt Earp,,65
Bubba Ho-Tep,79,79
Keanu,78,55
Scouts Guide to the Zombie Apocalypse,44,48
Inspector Gadget,21,18
Hector and the Search for Happiness,38,61
Far from the Madding Crowd,84,75
Child's Play 2,40,47
The Zero Theorem,49,43
"Deux jours, une nuit",47,57
28 Days,33,50
Five Feet Apart,52,79
Much Ado About Nothing,90,86
Bachelorette,56,34
Passenger 57,24,38
A Bad Moms Christmas,32,44
Employee of the Month,20,53
Herbie Fully Loaded,40,38
The Pirates! In an Adventure with Scientists!,,78
Vegas Vacation,13,51
Perfect Stranger,10,51
A Man Apart,11,62
Extract,62,38
Hard Target,57,49
How It Ends,17,17
The Odd Life of Timothy Green,36,67
Very Bad Things,41,58
The Rover,66,51
Motherless Brooklyn,63,80
11:14,92,76
Bad Company,10,35
"New York, I Love You",,
Cosmopolis,65,31
No Man's Land,93,93
After the Sunset,18,52
The Ridiculous 6,0,34
News of the World,88,89
The Little Things,47,66
Child's Play,63,57
Kill the Messenger,77,69
Black Death,71,49
The Belko Experiment,54,40
Seeking Justice,28,39
He Got Game,81,83
Christmas with the Kranks,5,38
The Laundromat,41,40
Saved!,61,78
Loaded Weapon 1,21,49
Without a Paddle,14,68
Toni Erdmann,93,73
Rules of Engagement,37,55
In the Name of the King: A Dungeon Siege Tale,4,23
En kongelig affære,,
The Witches,93,70
Think Like a Man,54,79
Apostle,78,54
Anthropoid,66,70
Get Rich or Die Tryin',16,70
Secret in Their Eyes,39,41
A Haunted House,9,51
Far from Heaven,87,80
Alvin en de Chipmunks 2,,
Hobo with a Shotgun,66,57
Under Siege 2: Dark Territory,34,38
The First Wives Club,50,68
Arctic,90,79
3000 Miles to Graceland,14,46
You Will Meet a Tall Dark Stranger,46,34
To Die For,88,65
The Hunted,29,47
The Matador,75,65
Shall We Dance,47,57
Million Dollar Arm,65,68
Waitress,89,74
The Company Men,67,55
Highlander II: The Quickening,0,23
Starred Up,99,84
Candy,47,77
Kung Pow: Enter the Fist,13,69
Two for the Money,22,48
Set It Up,92,67
The Dig,88,79
Glory Road,55,81
Stolen,20,34
Honey,21,71
Cirque du Freak: The Vampire's Assistant,38,42
The Little Rascals,23,70
When a Stranger Calls,9,44
Die Fälscher,93,88
Grumpy Old Men,63,74
The Colony,20,22
The Meyerowitz Stories (New and Selected),92,72
The Haunted Mansion,14,30
Dhoom:3,72,48
Mudbound,97,84
Creep,89,65
Het leven van een loser,,
The Good Girl,82,59
Proof,62,59
Striptease,11,24
Cowboy Bebop: Tengoku no tobira,,
Promising Young Woman,90,87
DOA: Dead or Alive,33,36
Cats,19,53
Somewhere,71,48
Labor Day,35,54
If Beale Street Could Talk,95,71
G-Force,22,39
Banlieue 13: Ultimatum,75,55
Slow West,92,74
Bakjwi,80,75
The Boss,21,38
Love/Life as a House,47,88
Sydney,,
When We First Met,43,58
Mr. Magorium's Wonder Emporium,38,55
Lilja 4-ever,84,91
CHIPS,18,45
Deconstructing Harry,73,82
Pathfinder: Legend of the Ghost Warrior,,
Swimming Pool,83,67
Rising Sun,33,40
MacGruber,48,35
My Best Friend's Girl,14,46
The Pink Panther 2,12,42
Tooth Fairy,17,41
The Perfect Catch,65,60
Baby Mama,63,55
Congo,22,29
The Peanuts Movie,87,76
Planes,25,49
Imperium,85,64
Free Fire,69,52
Fear,46,63
Nine,57,56
Mary Queen of Scots,62,41
Conviction,68,70
Short Cuts,95,88
Dark Places,23,33
Ginger Snaps,90,78
The Girl in the Spider's Web,39,35
The Big Year,42,41
Blood Work,52,40
In the Shadow of the Moon,58,38
Gone,12,42
War Machine,48,34
Maggie,60,32
Fired Up!,24,52
Laggies,65,50
Happy Feet 2,45,60
Time Lapse,78,64
Dr. Dolittle 2,42,26
Romy and Michele's High School Reunion,73,65
The Reaping,8,49
Freddy's Dead: The Final Nightmare,20,33
Judy,81,85
Varsity Blues,43,76
Ben-Hur,25,53
Holy Motors,92,71
Mank,83,61
Trespass,11,22
Alone in the Dark,1,11
Blair Witch,37,31
Edtv,64,30
To the Bone,71,64
Teeth,80,45
People Like Us,53,62
The Visitor,89,84
The Damned United,92,85
"Honey, I Blew Up the Kid",40,24
A Wrinkle in Time,42,26
Arizona Dream,,
The Inbetweeners 2,68,60
Monte Carlo,40,49
Byzantium,65,51
Cradle 2 the Grave,26,52
Flyboys,33,67
The House of the Devil,85,63
Trust,79,65
The Sessions,91,80
The Lazarus Effect,16,23
Friends with Kids,67,49
Pawn Sacrifice,71,66
The House,92,60
Notorious,52,65
Ma,56,64
The Spy Next Door,12,40
The Avengers,5,15
Ava,17,29
Stronger,90,80
The Producers,51,63
Unsane,80,58
The Do-Over,9,42
Bobby,46,72
Rock Star,53,59
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",61,58
Michael,34,45
Stuber,42,79
The King of Staten Island,75,83
Da 5 Bloods,92,54
The Old Man & the Gun,93,62
Hope Springs,75,55
One for the Money,2,42
Sleeping with Other People,63,57
The Last Kiss,46,59
Balls of Fury,21,33
A Hologram for the King,70,54
Fred Claus,21,45
Big Momma's House 2,5,58
Bird on a Wire,32,40
Dirty Pretty Things,94,82
The Hitcher,19,52
Suburbicon,28,25
Stake Land,74,62
God's Not Dead,12,75
A Thousand Words,0,47
Downton Abbey,84,94
The Dirt,38,94
20th Century Women,88,74
Rob Roy,73,75
Guess Who,42,49
Last Knights,16,46
Endless Love,16,58
In America,89,91
The Ward,33,27
Manhattan Murder Mystery,93,84
13,8,34
Before I Wake,64,47
Stone,50,21
Striking Distance,17,35
Ironclad,42,41
Vivarium,,
The Skeleton Twins,86,69
The Kid,,
Transamerica,77,83
Taxi,9,43
The Forest,10,22
Buffy the Vampire Slayer,36,43
Shadow of the Vampire,82,74
North Country,69,76
Brick Mansions,26,47
Enough,22,67
Piranha 3DD,13,22
Paranormal Activity: The Marked Ones,39,34
Absolutely Anything,18,31
Idle Hands,15,58
Morgan,37,30
On the Road,45,34
Hannah Montana: The Movie,43,67
All About Steve,6,30
Fist Fight,25,40
After,18,69
Prime,50,52
Down with Love,60,62
Whale Rider,91,88
L'auberge espagnole,76,86
Talaash,81,64
The Broken Circle Breakdown,83,85
The Call of the Wild,62,89
High Crimes,31,50
Hubie Halloween,53,44
Camp X-Ray,75,63
Garfield 2,10,43
Driven,14,33
The Transporter Refueled,16,30
Dolores Claiborne,84,81
Anonymous,45,53
The Medallion,17,27
The Green Inferno,38,29
Bad Lieutenant,77,73
American Animals,88,82
Black Sheep,72,53
Rumble in the Bronx,80,65
The Horse Whisperer,74,72
The Gunman,16,31
The Secret,,
Seed of Chucky,34,38
Guns Akimbo,52,40
The Fifth Estate,35,36
Night of the Living Dead,66,68
Bastille Day,48,41
The Three Burials of Melquiades Estrada,85,81
The Zookeeper's Wife,64,76
The Curse of La Llorona,28,36
American Honey,79,63
In & Out,71,52
Coco avant Chanel,64,57
The Rescuers Down Under,70,68
Another 48 Hrs.,21,35
Lovelace,53,36
Death to Smoochy,42,66
Evil Woman,19,51
Dragged Across Concrete,76,69
Togo,92,95
Beverly Hills Ninja,14,53
Hustle & Flow,82,82
Suffragette,72,68
Meet Dave,20,35
The Hand That Rocks the Cradle,63,61
Los abrazos rotos,82,75
The Joneses,63,47
De 100-jarige man die uit het raam klom en verdween,68,69
Hævnen,60,55
Spread,21,28
Crossroads,14,40
Narc,84,79
The Messengers,12,44
High-Rise,60,36
Sound of Metal,96,91
The Silence,29,25
De Smurfen 2,,
Did You Hear About the Morgans?,12,27
Black Knight,14,34
Maps to the Stars,61,44
The Boy Next Door,12,33
Radio,35,79
Mighty Aphrodite,78,73
Double Impact,35,42
Aquamarine,51,61
Deadfall,34,37
Tigerland,77,71
License to Wed,7,53
Anon,37,35
Halloween: Resurrection,12,25
Would You Rather,59,36
Two Lovers,82,59
The Water Horse,74,62
Rings,8,23
Secrets and Lies,95,91
Happy-Go-Lucky,93,67
Presumed Innocent,87,67
The Curse of the Jade Scorpion,45,53
Fantasy Island,7,48
Cargo,,7
Deception,11,31
The Prince & Me,28,59
The Stanford Prison Experiment,84,75
Reindeer Games,25,27
The Loved Ones,98,73
"Se, jie",,
The Railway Man,66,68
Charlotte's Web,78,62
JCVD,84,74
Romper Stomper,79,73
Dumb and Dumberer: When Harry Met Lloyd,10,23
Basic Instinct 2,6,26
In the Bedroom,93,81
Encino Man,15,56
Shaun the Sheep Movie,99,81
Cleaner,17,40
Because I Said So,4,65
World's Greatest Dad,88,67
Left Behind,1,38
Southland Tales,39,41
Regression,15,21
The Secret Garden,88,80
The Ant Bully,62,42
Hot Tub Time Machine 2,13,26
Small Time Crooks,66,57
Next Friday,21,76
Sabrina,65,64
The To Do List,56,46
Unhinged,48,77
Spun,37,75
Spies in Disguise,76,92
Brimstone,43,53
Kill List,78,58
Midnight in the Garden of Good and Evil,50,65
Hearts in Atlantis,49,64
Ravenous,48,78
Revenge,93,57
The Believer,83,82
After.Life,25,33
The Hunter,72,62
Dragonfly,7,62
Wish I Was Here,47,59
The Professor and the Madman,41,80
The Rocker,41,46
The Roommate,3,27
Severance,66,61
The Good Son,26,54
Personal Shopper,80,52
Middle Men,40,56
Soul Kitchen,73,74
Boy A,88,87
Ingrid Goes West,86,71
Serenity,20,30
Promised Land,53,46
Chasing Liberty,18,60
Turistas,18,28
Old Dogs,5,44
Night School,26,38
The Salvation,73,62
Inosensu: Innocence,64,80
Kicking & Screaming,41,43
The Guernsey Literary Society,81,81
Love & Mercy,89,85
We Are Your Friends,39,42
The Perfection,72,57
John Dies at the End,60,54
Nothing But the Truth,82,73
Child's Play 3,23,33
Greenberg,76,42
Wild Target,33,56
Summer of Sam,51,60
V/H/S/2,70,51
Chopper,73,89
Emma,85,77
It Could Happen to You,71,54
Liberal Arts,71,60
Apt Pupil,53,56
Der Baader Meinhof Komplex,85,80
Spy Hard,8,31
The Hottie & the Nottie,6,31
Thoroughbreds,87,68
The One I Love,82,76
The Paperboy,45,33
Cedar Rapids,86,59
The Human Centipede II (Full Sequence),29,23
The Lizzie McGuire Movie,40,49
Under sandet,92,88
Mean Machine,34,72
Message in a Bottle,32,66
The 33,48,59
Book of Shadows: Blair Witch 2,14,18
Hollywood Homicide,30,27
Killing Season,10,29
The Tale of Despereaux,57,44
House of the Dead,3,10
The Savages,90,74
Bitter Moon,65,81
Gedo senki,43,46
Anna and the King,51,64
Man of Tai Chi,71,50
Spider,85,68
Pieter Konijn,,
Mr. Holland's Opus,75,84
Muriel's Wedding,78,84
I Give It a Year,51,38
The Cave,12,28
The Wife,86,77
"McFarland, USA",80,88
The Cold Light of Day,4,29
Meet the Blacks,17,72
Defendor,74,58
Kill Your Darlings,76,60
The Last Days on Mars,18,24
The Choice,11,62
The Divide,25,38
Detroit Rock City,48,82
Raising Helen,25,61
Cake,48,44
The Guilt Trip,37,39
Fantasia 2000,81,75
Bulletproof,8,44
Sierra Burgess Is a Loser,61,30
Uptown Girls,13,60
Mickey Blue Eyes,45,42
Honour of the Dragon,,80
Maniac,53,44
Nine Months,26,37
Lucía y el sexo,71,86
The Final Girls,73,70
Me and You and Everyone We Know,82,84
Big Fat Liar,44,44
Nowhere Boy,80,74
The Ringer,40,68
Paranoia,7,35
The Fog,4,19
The Merchant of Venice,71,72
Official Secrets,82,89
Bringing Down the House,34,49
Mr. Woodcock,14,32
Race,62,77
102 Dalmatians,31,32
The Libertine,,75
Naked,88,92
Black Sea,80,59
The Devil Inside,6,22
Birth,38,43
Curse of Chucky,76,56
The Endless,92,67
Passengers,19,35
Father of the Bride Part II,50,60
Orgazmo,47,66
Bully,55,69
The Invisible,,
Overboard,24,54
Joe Versus the Volcano,61,54
Hit and Run,48,49
Girls Trip,91,78
Smallfoot,76,62
The Report,82,83
Paul Blart: Mall Cop 2,5,33
Color Out of Space,86,82
Rubber,69,46
Code 8,80,62
Annie,28,59
A Life Less Ordinary,41,59
The Last Legion,15,34
Summer of 84,72,67
Cold in July,84,67
BloodRayne,4,17
Prom Night,7,38
The Wave,83,66
Kidnap,35,50
Evita,63,68
Life of the Party,38,40
Private Parts,75,68
Maria Full of Grace,97,87
The Lawnmower Man,35,31
Under the Silver Lake,59,55
The Messenger,90,75
Femme Fatale,49,49
"Roman J. Israel, Esq.",54,53
13 Sins,65,45
Velvet Goldmine,58,80
Love and Monsters,92,89
The New Guy,7,54
L'illusionniste,90,79
The Santa Clause 3: The Escape Clause,17,39
Operation Finale,60,64
Hold the Dark,70,32
Cyrus,80,53
Tolkien,50,71
Searching for Bobby Fischer,100,86
The Glass House,21,39
The Adventures of Sharkboy and Lavagirl 3-D,19,33
Red Tails,40,58
Splinter,74,49
So I Married an Axe Murderer,51,68
Heist,66,60
Exorcist: The Beginning,10,27
Adam,66,72
Jack Frost,19,40
Nim's Island,51,46
Shattered Glass,92,79
"Everything, Everything",45,61
"I Love You, Beth Cooper",13,32
24 Hour Party People,86,87
Undercover Brother,78,64
Looney Tunes: Back in Action,56,50
The Air I Breathe,10,61
Arthur en de Minimoys,22,56
Astro Boy,50,50
In the Land of Blood and Honey,57,47
The Missing,,59
Admission,39,32
Doc Hollywood,68,50
The Lodge,74,51
Snatched,36,29
Spice World,34,45
May,69,75
Antwone Fisher,78,86
Confidence,69,70
Stan & Ollie,92,84
Drumline,82,70
The White Tiger,92,80
Smoke,93,89
Lionheart,31,52
Keeping Mum,,
Bug,62,34
Agent Cody Banks,38,32
Mother's Day,8,44
The Killer Inside Me,55,40
Boy Erased,81,74
Jersey Boys,51,62
Find Me Guilty,62,62
The Innkeepers,79,42
Captain Corelli's Mandolin,28,50
Emma.,86,72
The Arrival,65,44
Replicas,11,33
Nurse Betty,83,45
The Commitments,89,90
Bad Education,94,84
Hollywoodland,68,48
The Wrong Missy,33,51
This Must Be the Place,67,58
The Nines,65,61
Straw Dogs,43,34
Get Carter,11,28
The Four Feathers,41,65
Drop Dead Gorgeous,46,75
King of New York,74,77
Step Up All In,42,57
The Cooler,77,69
Fools Rush In,32,64
Single White Female,53,44
Shelter,,
The Rookie,29,36
Alex Cross,11,47
Shutter,9,33
The Way Back,83,84
Forces of Nature,45,35
Two Mothers,,40
Osmosis Jones,55,41
The Marine,20,60
A Little Princess,97,88
Che: Part Two,79,66
Sweet and Lowdown,77,82
Better Watch Out,89,65
Gummo,38,73
Victoria & Abdul,66,68
Gully Boy,96,81
L'instinct de mort,82,84
Hard Rain,30,34
The Woodsman,88,77
Efter brylluppet,88,87
True Crime,54,49
Unfinished Business,10,26
Dracula 2002,17,39
Man of the Year,21,45
Housebound,95,73
Welcome to the Punch,48,36
The Secret of Kells,90,85
Shortbus,68,77
The Sweet Hereafter,98,86
Dungeons & Dragons,10,19
For Love of the Game,46,75
Loving,88,76
Exit Wounds,33,45
Hedwig and the Angry Inch,92,93
Igby Goes Down,76,80
P2,33,36
Tôkyô goddofâzâzu,,
Holmes & Watson,10,25
Tideland,30,64
Fighting,39,36
Police Academy: Mission to Moscow,0,22
Muppets Most Wanted,80,58
The Shipping News,55,61
Instinct,27,67
Welcome to the Dollhouse,90,86
New Jack City,77,80
The Whistleblower,75,71
The Way of the Gun,46,70
A Walk in the Clouds,44,75
The Stepfather,11,34
Where the Heart Is,35,76
The Company You Keep,54,45
Flypaper,16,42
Alvin en de Chipmunks 3,12,51
The Red Violin,74,91
A Rainy Day in New York,47,57
Upstream Color,86,69
Once Were Warriors,93,95
Babe: Pig in the City,65,41
Compliance,89,60
Ghost Stories,85,58
Chaos Theory,,
The Second Best Exotic Marigold Hotel,65,59
Survivor,8,32
Halloween: The Curse of Michael Myers,9,37
54,16,43
Rebecca,39,40
De mensen onder de trap,,
Choke,56,52
C.R.A.Z.Y.,100,93
The Void,78,47
The Final Cut,,94
All the Boys Love Mandy Lane,46,31
I See You,79,74
Hop,24,53
Beautiful Girls,79,81
Pathology,45,39
Big Game,78,34
IO,31,
Young Guns II,35,66
Love Happens,16,37
Oliver Twist,61,63
A Long Way Down,22,40
The Hate U Give,97,83
45 Years,97,67
Mute,,
The Captive,29,34
Melinda and Melinda,52,47
Outside the Wire,37,58
Coriolanus,92,58
Teenage Mutant Ninja Turtles III,23,34
Leatherheads,52,38
The Skulls,9,43
Sleeping Beauty,,
Jimmy Neutron: Boy Genius,74,53
In the Land of Women,44,52
One Missed Call,0,29
99 Homes,92,78
Chasing Mavericks,32,70
In a World...,92,71
Auf der anderen Seite,,
Hors de prix,82,74
Major Payne,33,68
The Homesman,80,52
The Shack,21,77
Son of Rambow,73,79
Winchester,13,31
The Way,,
The Edukators,70,89
Must Love Dogs,36,50
Nomadland,94,80
"Men, Women & Children",33,44
Mean Creek,89,82
City Island,82,79
Cursed,16,30
Hysteria,59,54
Toys,30,39
Cop Car,81,53
Sleuth,36,51
Stay Alive,10,55
Tyrannosaur,83,85
Boat Trip,,78
The Limey,92,78
Unlocked,26,43
Tank Girl,38,63
Bubble Boy,31,48
"Tomorrow, When the War Began",64,57
Darkness Falls,9,34
2 Days in Paris,88,72
White Boy Rick,57,50
Blue Crush,62,58
The Discovery,45,43
The Machine,79,46
The Glass Castle,52,71
Danny Collins,77,73
The Three Stooges,51,47
Sleepless,25,37
Obsessed,19,46
Imagine Me & You,34,74
The Immigrant,85,60
Oscar,12,63
Everest: De jonge Yeti,,
Envy,8,27
The Diary of a Teenage Girl,95,73
Kangaroo Jack,8,29
Alan Partridge: Alpha Papa,86,73
The Wackness,70,72
Bill & Ted Face the Music,82,69
Boogeyman,13,21
Seraphim Falls,55,53
Anything Else,40,44
Todos lo saben,78,60
Feast,,
Armored,40,31
Superbabies: Baby Geniuses 2,0,24
Are We There Yet?,12,45
Erased,28,35
White Oleander,68,81
The Two Faces of January,79,48
Run,89,76
The Nutcracker and the Four Realms,32,34
Barbershop,83,62
Regarding Henry,43,63
Celeste & Jesse Forever,71,62
Michael Collins,77,84
The Boy Who Harnessed the Wind,86,87
L.A. Story,94,75
The Salton Sea,63,82
The 15:17 to Paris,23,37
Late Night,80,77
Goya's Ghosts,30,57
High Life,82,42
Pontypool,84,68
The Vast of Night,92,66
Time Trap,58,65
8 femmes,79,76
The Human Stain,42,48
Vampire Hunter D: Bloodlust,72,86
Gods and Monsters,95,83
Frankie and Johnny,66,67
Angels in the Outfield,33,49
Unknown,38,54
Anacondas: The Hunt for the Blood Orchid,26,27
Sliver,11,28
Coming 2 America,51,45
Last Holiday,56,67
Aus dem Nichts,77,71
No se aceptan devoluciones,57,89
Paranoid Park,77,65
The Prophecy,43,64
Spartan,65,62
The Addams Family,44,69
Happythankyoumoreplease,42,60
Undisputed,48,46
Slender Man,8,17
Hatchet,55,45
Dumplin',86,73
Howards End,94,82
An Unfinished Life,52,67
Playing for Keeps,4,41
Honey Boy,94,92
To All the Boys: P.S. I Still Love You,75,39
Village of the Damned,31,27
Bound by Honor,55,94
The End of the Tour,92,81
Nixon,75,74
At Eternity's Gate,79,64
Mermaids,74,70
22 July,80,69
The Half of It,97,81
School for Scoundrels,26,52
Nanny McPhee and the Big Bang,75,55
"To Wong Foo Thanks for Everything, Julie Newmar",39,71
Jason Goes to Hell: The Final Friday,16,24
Problem Child,0,42
Sorority Row,25,31
Home Again,32,44
The Art of War,16,36
On the Basis of Sex,73,76
The Big Hit,43,57
L'ennemi public n°1,82,84
Murder at 1600,33,42
Z for Zachariah,79,45
The Titan,,
The Darkest Minds,15,73
Antitrust,24,50
My Big Fat Greek Wedding 2,27,53
Thinner,15,30
Club Dread,29,44
A Street Cat Named Bob,77,76
One Night at McCool's,33,39
The Greatest Game Ever Played,63,82
Belle,84,82
How I Live Now,65,55
Hard Ball,41,70
The Perfect Man,6,58
Hours,61,60
Les invasions barbares,81,89
Virtuosity,32,32
Pushing Tin,48,42
You Can Count on Me,95,88
1492: Conquest of Paradise,32,50
Open Grave,22,39
Taking Woodstock,48,47
My Boss's Daughter,8,23
Don't Tell Mom the Babysitter's Dead,36,57
Weekend,95,86
The Art of Self-Defense,84,63
Borg McEnroe,84,74
Bus 657,29,41
Fido,,
Barnyard,22,52
Joyeux Noël,,
Lone Star,94,83
Pulse,11,28
Another Year,93,74
The Tailor of Panama,77,46
Equals,36,42
The Lords of Salem,46,30
Braven,77,74
Tracks,82,77
Gin gwai,,
Dragon: The Bruce Lee Story,74,79
J'ai tué ma mère,83,81
Lord of the Flies,60,52
Miss Potter,67,68
The Aeronauts,72,95
Look Who's Talking Now,0,29
Singles,79,72
Universal Soldier: The Return,5,24
The Man Without a Face,65,64
A Little Bit of Heaven,4,52
The Conspirator,56,61
Friends with Money,72,40
Clouds of Sils Maria,90,65
Mighty Joe Young,54,40
Tsotsi,82,86
Tangerine,96,76
Delhi Belly,89,82
Things We Lost in the Fire,65,73
Hellraiser III: Hell on Earth,42,35
The Good Liar,63,85
Freaks,88,86
Hard to Kill,38,47
Pieces of a Woman,76,87
Les amours imaginaires,73,71
Confessions of a Teenage Drama Queen,14,35
Unfriended: Dark Web,60,39
Species II,9,18
X+Y,50,28
A Civil Action,61,55
Blindspotting,94,87
Palo Alto,69,49
FernGully: The Last Rainforest,63,64
A Bigger Splash,89,58
Rabbit-Proof Fence,88,86
Tau,25,48
Primary Colors,81,64
The Babysitter: Killer Queen,48,62
Nell,55,64
Take This Waltz,79,58
Cronos,91,69
12 Rounds,30,45
The Strangers: Prey at Night,39,35
Serena,16,23
The Next Karate Kid,7,24
To the Wonder,47,37
The Quiet American,87,72
Cam,93,53
Countdown,26,72
The Necessary Death of Charlie Countryman,27,49
Gringo,40,39
Liu lang di qiu,,
The Good Lie,87,82
Mignonnes,87,15
Now and Then,32,82
Serial Mom,64,72
The Sisterhood of the Traveling Pants 2,65,66
Torque,23,41
But I'm a Cheerleader,41,74
Drop Dead Fred,11,77
Waiting for Guffman,91,91
Air America,13,35
The Replacement Killers,36,47
Do lok tin si,,
Rare Exports,90,70
White Bird in a Blizzard,54,43
Pollock,80,74
Sightseers,85,62
Between Two Ferns: The Movie,74,43
The Bad Batch,46,30
Memphis Belle,67,79
Raise Your Voice,15,71
Third Person,25,34
Dirty Dancing 2,23,73
Happiest Season,82,76
Thanks for Sharing,50,43
A Mighty Heart,79,70
What Maisie Knew,87,80
Riding in Cars with Boys,49,66
Testament of Youth,84,78
Win a Date with Tad Hamilton!,54,47
"Yours, Mine & Ours",6,51
Peaceful Warrior,25,76
Gongdong gyeongbi guyeok JSA,87,91
The Nut Job,12,43
The Woman in Black 2: Angel of Death,23,24
Max Manus,79,83
Secretariat,63,76
Virus,12,21
Stick It,31,73
Loser,24,35
Son of a Gun,,
Il racconto dei racconti - Tale of Tales,83,56
"Game Over, Man!",18,46
Good Burger,32,63
Mandela: Long Walk to Freedom,62,68
Freeway,77,76
Miss Pettigrew Lives for a Day,78,71
The Lady in the Van,89,64
Diary of a Wimpy Kid: Rodrick Rules,47,61
Pump Up the Volume,81,84
Double Trouble,,
Kundun,75,79
Bugsy,85,69
Samâ uôzu,,60
Table 19,25,40
Turbo Kid,91,77
Greta,60,42
The Indian in the Cupboard,73,41
Boomerang,43,59
Suicide Kings,34,74
Ma Rainey's Black Bottom,98,76
Your Sister's Sister,83,66
I Kill Giants,78,75
Cutthroat Island,38,40
Reno 911!: Miami,34,51
The Exorcist III,58,56
Things to Do in Denver When You're Dead,33,72
Stealing Beauty,51,75
A Mighty Wind,87,75
Beyond Borders,14,72
Freaky,83,80
The Jane Austen Book Club,66,67
Playing It Cool,14,33
Dead Again,83,77
Bio-Dome,4,51
Cry Wolf,24,51
The Magdalene Sisters,91,89
I Know Who Killed Me,9,26
See No Evil,9,50
Ned Kelly,55,53
Mr. Church,24,80
SLC Punk!,,
You Got Served,14,70
Hollywood Ending,46,49
The Watcher,11,29
Marrowbone,49,57
Metro,15,27
Rollerball,3,14
Marvin's Room,84,63
Heaven Is for Real,51,66
Top Five,85,64
Max,37,70
Dom Hemingway,56,38
Friday After Next,26,75
Valentine,12,33
Hillbilly Elegy,25,85
Disobedience,84,75
The Bay,76,43
Cell,11,17
Honest Thief,39,87
Book Club,54,51
View from the Top,14,34
God's Own Country,98,87
"Mystery, Alaska",37,66
Selena,65,77
Wonder Wheel,32,42
"Big Mommas: Like Father, Like Son",5,58
Mistress America,81,66
His House,100,75
Snow Dogs,25,39
Heavyweights,29,77
Destroyer,73,50
Profession: Heartbreaker,68,66
The Art of Racing in the Rain,43,96
Rookie of the Year,35,52
The Grifters,91,70
Risen,53,70
The Warrior's Way,31,47
Mighty Morphin Power Rangers: The Movie,37,56
Bleed for This,69,69
Bright Star,82,68
The Disappearance of Alice Creed,81,67
Barb Wire,27,14
A Love Song for Bobby Long,43,80
Waking Ned,84,88
Sex Actually,,
