movie,rt_critic,rt_audience,year,runtime,genre,imdb,meta,imdb_votes
Mary Reilly,26.0,40.0,1996,108 min,"Drama, Horror, Romance",5.8,44,14144
The Lifeguard,16.0,26.0,2013,98 min,"Drama, Romance",5.6,34,14114
Senseless,6.0,45.0,1998,93 min,"Comedy, Romance",6.1,36,14107
Cats & Dogs: The Revenge of Kitty Galore,13.0,38.0,2010,82 min,"Action, Adventure, Comedy",4.3,30,14105
A Fantastic Fear of Everything,34.0,35.0,2012,100 min,"Comedy, Horror",5.8,31,14102
A Futile and Stupid Gesture,67.0,71.0,2018,101 min,"Biography, Comedy",6.8,55,14096
Entebbe,,,2018,107 min,"Action, Drama, History",5.8,49,14095
Keepers,,,2018,107 min,"Crime, Drama, Mystery",5.8,64,14087
Unforgettable,28.0,33.0,2017,100 min,"Drama, Thriller",5.1,45,14048
Ararat,55.0,71.0,2002,115 min,"Drama, War",6.2,62,14048
The Musketeer,11.0,33.0,2001,104 min,"Action, Adventure, Romance",4.9,27,14047
The Wild Thornberrys Movie,80.0,51.0,2002,85 min,"Animation, Adventure, Comedy",5.6,69,14042
For Your Consideration,52.0,43.0,2006,86 min,Comedy,6.3,68,14038
Message from the King,45.0,49.0,2016,102 min,"Action, Crime, Drama",6.4,40,14009
The Sea of Trees,17.0,42.0,2015,110 min,"Drama, Fantasy, Mystery",6.1,23,13996
American Outlaws,14.0,68.0,2001,94 min,"Action, Western",6.0,25,13991
The Personal History of David Copperfield,92.0,53.0,2019,119 min,"Comedy, Drama",6.4,77,13981
Knock Off,8.0,25.0,1998,91 min,"Action, Crime, Thriller",4.9,37,13979
Return of the Living Dead III,55.0,40.0,1993,97 min,Horror,5.9,47,13973
2 Days in New York,66.0,42.0,2012,96 min,"Comedy, Drama, Romance",6.0,61,13971
Holy Smoke,45.0,47.0,1999,115 min,"Comedy, Drama",5.9,57,13967
Exposed,8.0,16.0,2016,102 min,"Crime, Drama, Mystery",4.3,23,13956
The Big White,30.0,56.0,2005,100 min,"Comedy, Crime, Drama",6.4,31,13956
Imagine That,41.0,40.0,2009,107 min,"Comedy, Drama, Family",5.6,54,13942
Little Man Tate,73.0,66.0,1991,99 min,Drama,6.6,71,13942
The Baytown Outlaws,22.0,54.0,2012,98 min,"Action, Comedy, Crime",6.4,33,13934
Moartea domnului Lãzãrescu,93.0,82.0,2005,153 min,"Comedy, Drama",7.9,86,13931
The Big Kahuna,73.0,71.0,1999,90 min,"Drama, Comedy",6.6,56,13930
Bless the Child,3.0,43.0,2000,107 min,"Crime, Drama, Horror",5.1,17,13929
Creation,46.0,49.0,2009,108 min,"Biography, Drama, Romance",6.7,51,13922
Some Kind of Beautiful,6.0,30.0,2014,99 min,"Comedy, Romance",5.7,11,13915
Trees Lounge,81.0,79.0,1996,95 min,"Comedy, Drama",7.1,76,13914
A Late Quartet,76.0,71.0,2012,105 min,"Drama, Music",7.1,67,13913
Factotum,74.0,62.0,2005,94 min,"Comedy, Drama, Romance",6.6,71,13904
Hot Summer Nights,43.0,57.0,2017,107 min,"Comedy, Crime, Drama",6.4,44,13895
Gotti,0.0,45.0,2018,112 min,"Biography, Crime, Drama",4.8,24,13891
Tiny Furniture,80.0,54.0,2010,98 min,"Comedy, Drama, Romance",6.2,72,13889
"Love, Guaranteed",56.0,35.0,2020,90 min,"Comedy, Romance",5.5,39,13885
Bandslam,82.0,64.0,2009,111 min,"Comedy, Drama, Family",6.3,66,13881
Head Over Heels,10.0,56.0,2001,86 min,"Comedy, Mystery, Romance",5.5,27,13876
The Doom Generation,47.0,62.0,1995,83 min,"Comedy, Crime, Drama",6.2,48,13876
Mr. 3000,55.0,30.0,2004,104 min,"Comedy, Drama, Romance",5.5,57,13831
The Brown Bunny,47.0,46.0,2003,93 min,Drama,5.0,51,13829
Smilla's Sense of Snow,52.0,57.0,1997,121 min,"Crime, Drama, Mystery",6.4,45,13821
Slackers,10.0,50.0,2002,86 min,"Comedy, Romance",5.4,12,13818
Run Hide Fight,44.0,93.0,2020,109 min,"Action, Thriller",6.4,13,13815
Sorority Boys,12.0,54.0,2002,93 min,Comedy,5.5,25,13815
Return to Paradise,71.0,74.0,1998,111 min,"Drama, Romance, Thriller",6.9,54,13813
Bordello of Blood,15.0,30.0,1996,87 min,"Comedy, Fantasy, Horror",5.4,36,13799
Fun Size,25.0,47.0,2012,86 min,"Adventure, Comedy",5.4,37,13762
Diary of a Mad Black Woman,16.0,87.0,2005,116 min,"Comedy, Drama, Romance",5.8,36,13744
Dickie Roberts: Former Child Star,23.0,46.0,2003,98 min,Comedy,5.6,36,13725
Christine,88.0,71.0,2016,119 min,"Biography, Drama",6.9,72,13724
Phantom,,36.0,2013,98 min,"Drama, History, Thriller",5.9,40,13718
Post Grad,8.0,27.0,2009,88 min,"Comedy, Romance",5.3,35,13717
Lymelife,64.0,52.0,2008,95 min,"Comedy, Drama, Romance",6.9,64,13702
The Man Who Invented Christmas,79.0,77.0,2017,104 min,"Biography, Comedy, Drama",7.0,60,13676
The Intruder,33.0,68.0,2019,102 min,Thriller,5.6,39,13673
I Am Not a Serial Killer,93.0,61.0,2016,104 min,"Drama, Horror, Thriller",6.2,54,13673
Snow Falling on Cedars,39.0,67.0,1999,127 min,"Drama, Mystery, Romance",6.7,44,13660
The Life Before Her Eyes,24.0,51.0,2007,90 min,"Drama, Fantasy, Mystery",6.3,38,13658
Open Windows,42.0,20.0,2014,100 min,"Crime, Mystery, Thriller",5.2,47,13657
Cecil B. Demented,53.0,67.0,2000,87 min,"Comedy, Crime, Thriller",6.3,57,13644
True Crimes,0.0,30.0,2016,92 min,"Crime, Drama, Thriller",4.7,24,13642
Little Monsters,80.0,100.0,2019,93 min,"Comedy, Horror, Sci-Fi",6.3,59,13635
Ready to Rumble,23.0,52.0,2000,107 min,"Comedy, Sport",5.4,23,13605
Fallen,7.0,66.0,2016,91 min,"Drama, Fantasy, Romance",5.4,47,13589
The Great Buck Howard,71.0,49.0,2008,90 min,"Adventure, Comedy, Drama",6.4,63,13584
The Willoughbys,91.0,64.0,2020,90 min,"Animation, Adventure, Comedy",6.4,68,13583
War Room,34.0,87.0,2015,120 min,Drama,6.5,26,13573
Boze Cialo,,,2019,115 min,Drama,7.7,77,13567
"Welcome Home, Roscoe Jenkins",23.0,63.0,2008,104 min,"Comedy, Romance",5.5,46,13567
Just Wright,46.0,61.0,2010,101 min,"Comedy, Romance, Sport",5.9,51,13559
Sugar & Spice,28.0,42.0,2001,81 min,"Comedy, Crime",5.7,48,13557
Largo Winch,53.0,49.0,2008,108 min,"Action, Adventure, Thriller",6.5,40,13545
The 9th Life of Louis Drax,39.0,37.0,2016,108 min,Thriller,6.3,41,13544
Amen.,67.0,82.0,2002,132 min,"Biography, Crime, Drama",7.2,57,13537
The Slammin' Salmon,35.0,47.0,2009,99 min,Comedy,6.4,40,13534
I Love You to Death,56.0,63.0,1990,97 min,"Comedy, Crime",6.4,45,13532
"Her Majesty, Mrs. Brown",92.0,79.0,1997,101 min,"Biography, Drama, History",7.2,71,13530
The Town That Dreaded Sundown,66.0,40.0,2014,86 min,"Horror, Mystery, Thriller",5.6,47,13522
Moonlight Mile,63.0,66.0,2002,117 min,"Drama, Romance",6.6,59,13520
Broken,63.0,73.0,2012,91 min,"Drama, Romance",7.3,53,13519
Casse-tête chinois,79.0,67.0,2013,117 min,"Comedy, Drama, Romance",7.0,64,13517
Drowning Mona,29.0,46.0,2000,96 min,"Comedy, Crime, Mystery",5.7,25,13517
La tigre e la neve,20.0,84.0,2005,114 min,"Comedy, Drama, Romance",7.1,22,13515
The Lucky Ones,37.0,54.0,2008,115 min,"Adventure, Comedy, Drama",6.9,53,13510
5 Days of War,34.0,36.0,2011,113 min,"Action, Drama, War",5.6,31,13500
Emelie,88.0,40.0,2015,82 min,"Horror, Mystery, Thriller",5.4,62,13497
The Sapphires,91.0,76.0,2012,103 min,"Biography, Comedy, Drama",7.0,67,13492
Womb,35.0,45.0,2010,111 min,"Drama, Romance, Sci-Fi",6.4,48,13491
The Apostle,,,1997,134 min,Drama,7.2,83,13488
Clockstoppers,29.0,30.0,2002,94 min,"Action, Adventure, Comedy",5.2,40,13480
Politiki kouzina,,,2003,108 min,"Comedy, Drama",7.5,48,13476
Dead Man on Campus,15.0,55.0,1998,96 min,Comedy,6.1,27,13475
Alice,75.0,57.0,1990,106 min,"Comedy, Romance",6.6,67,13444
Pootie Tang,27.0,63.0,2001,81 min,"Action, Adventure, Comedy",5.3,31,13441
Mary Shelley,38.0,47.0,2017,120 min,"Biography, Drama, History",6.4,49,13434
Bitch Slap,29.0,29.0,2009,109 min,"Action, Comedy, Crime",4.4,19,13411
Pecker,52.0,64.0,1998,87 min,"Comedy, Drama",6.4,66,13401
Cadillac Man,55.0,31.0,1990,97 min,"Comedy, Crime",5.7,50,13398
The Reluctant Fundamentalist,57.0,61.0,2012,130 min,"Drama, Thriller",6.9,54,13393
The Canal,71.0,49.0,2014,92 min,"Horror, Mystery, Thriller",5.9,55,13389
Total Eclipse,25.0,61.0,1995,111 min,"Biography, Drama, Romance",6.6,42,13389
Alpha and Omega,18.0,41.0,2010,90 min,"Animation, Adventure, Comedy",5.2,36,13381
Happy End,69.0,54.0,2017,107 min,Drama,6.7,72,13378
Aqua Teen Hunger Force Colon Movie Film for Theaters,48.0,68.0,2007,86 min,"Animation, Action, Adventure",6.7,54,13378
Den skaldede frisør,75.0,59.0,2012,116 min,"Comedy, Drama, Romance",6.5,60,13350
Simply Irresistible,16.0,54.0,1999,96 min,"Comedy, Drama, Fantasy",5.3,27,13333
The Layover,,,2017,88 min,"Comedy, Romance",4.8,15,13322
Young Adam,62.0,49.0,2003,98 min,"Crime, Drama",6.4,67,13321
Interview,58.0,55.0,2007,84 min,Drama,6.8,64,13304
Moms' Night Out,20.0,66.0,2014,98 min,Comedy,5.4,25,13296
Area 51,14.0,15.0,2015,91 min,"Horror, Mystery, Sci-Fi",4.2,30,13292
The Den,,,2013,76 min,"Horror, Mystery, Thriller",6.0,48,13290
The Love Punch,29.0,31.0,2013,94 min,Comedy,5.8,44,13288
Beyond the Black Rainbow,,,2010,110 min,"Horror, Sci-Fi, Thriller",6.1,49,13274
The Clearing,43.0,32.0,2004,95 min,"Drama, Mystery, Thriller",5.8,60,13274
Emperor,32.0,46.0,2012,107 min,"Drama, History, War",6.5,48,13270
Uncle Frank,77.0,84.0,2020,95 min,"Comedy, Drama",7.3,58,13262
Auto Focus,71.0,61.0,2002,105 min,"Biography, Crime, Drama",6.6,66,13244
House Party,93.0,82.0,1990,100 min,"Comedy, Music, Romance",6.5,76,13232
The Love Witch,95.0,60.0,2016,120 min,"Comedy, Horror, Romance",6.2,82,13225
Love Potion No. 9,25.0,43.0,1992,92 min,"Comedy, Fantasy, Romance",5.7,47,13221
OSS 117: Rio ne répond plus,75.0,63.0,2009,101 min,"Action, Adventure, Comedy",6.9,58,13217
The Dangerous Lives of Altar Boys,77.0,79.0,2002,104 min,"Comedy, Drama",7.0,69,13217
The Kindergarten Teacher,90.0,68.0,2018,96 min,"Drama, Thriller",6.7,75,13216
Gangster Number One,71.0,77.0,2000,103 min,"Crime, Drama, Thriller",6.8,60,13206
Sweet Sixteen,97.0,88.0,2002,106 min,"Crime, Drama",7.4,86,13204
Elvis & Nixon,77.0,57.0,2016,86 min,"Comedy, History",6.4,59,13198
Headshot,73.0,57.0,2016,118 min,"Action, Drama, Thriller",6.3,61,13194
A Home at the End of the World,50.0,67.0,2004,97 min,"Drama, Romance",6.7,59,13187
I Am the Pretty Thing That Lives in the House,58.0,24.0,2016,89 min,"Drama, Horror, Mystery",4.6,68,13183
The Deep End of the Ocean,43.0,58.0,1999,106 min,Drama,6.4,45,13179
Right at Your Door,69.0,54.0,2006,96 min,"Drama, Sci-Fi, Thriller",6.1,57,13174
Another Stakeout,16.0,28.0,1993,108 min,"Comedy, Crime",5.6,53,13167
Atlas Shrugged: Part I,12.0,69.0,2011,97 min,"Drama, Mystery, Sci-Fi",5.6,28,13164
To All the Boys: Always and Forever,78.0,61.0,2021,109 min,"Comedy, Drama, Romance",6.3,65,13160
Habemus Papam,65.0,55.0,2011,102 min,"Comedy, Drama",6.7,64,13147
Thunderbirds,19.0,36.0,2004,95 min,"Action, Adventure, Comedy",4.3,36,13145
The Bookshop,56.0,50.0,2017,113 min,Drama,6.5,62,13140
Baby Boy,71.0,87.0,2001,130 min,"Crime, Drama, Romance",6.4,55,13125
The Rhythm Section,28.0,44.0,2020,109 min,"Action, Drama, Mystery",5.3,45,13124
Bob Roberts,95.0,78.0,1992,102 min,"Comedy, Drama",7.0,70,13115
Ong-bak 3,50.0,36.0,2010,99 min,Action,5.0,38,13112
The Out-of-Towners,27.0,32.0,1999,90 min,Comedy,5.5,33,13100
In the Company of Men,89.0,80.0,1997,97 min,"Comedy, Drama",7.2,81,13092
The Paper,88.0,66.0,1994,112 min,"Comedy, Drama",6.7,70,13090
Copying Beethoven,28.0,56.0,2006,104 min,"Biography, Drama, Music",6.8,59,13068
The Private Lives of Pippa Lee,70.0,50.0,2009,98 min,"Comedy, Drama, Romance",6.4,49,13056
At First Sight,32.0,46.0,1999,128 min,"Drama, Romance",6.0,40,13033
Ride with the Devil,64.0,66.0,1999,138 min,"Drama, Romance, War",6.7,69,13024
Evening,27.0,48.0,2007,117 min,"Drama, Romance",6.5,45,13020
Amityville: The Awakening,30.0,32.0,2017,87 min,"Horror, Thriller",4.8,42,13001
Primeval,19.0,32.0,2007,93 min,"Action, Adventure, Crime",4.8,35,12989
Poetic Justice,34.0,83.0,1993,109 min,"Drama, Romance",6.1,51,12986
Youth Without Youth,32.0,44.0,2007,124 min,"Drama, Fantasy, Mystery",6.2,43,12979
Skinwalkers,13.0,25.0,2006,110 min,"Action, Fantasy, Horror",4.6,33,12970
Alex & Emma,11.0,41.0,2003,96 min,"Comedy, Romance",5.6,32,12970
Siberia,61.0,,2018,104 min,"Crime, Romance, Thriller",4.3,34,12967
A.C.O.D.,52.0,28.0,2013,88 min,Comedy,5.7,50,12967
All the Pretty Horses,32.0,42.0,2000,116 min,"Drama, Romance, Western",5.8,55,12967
Minari,98.0,91.0,2020,115 min,Drama,7.7,88,12946
Rocket Science,84.0,72.0,2007,101 min,"Comedy, Drama",6.6,73,12919
And So It Goes,18.0,40.0,2014,94 min,"Comedy, Drama, Romance",5.8,38,12918
Bikur Ha-Tizmoret,,83.0,2007,87 min,"Comedy, Drama, Music",7.5,80,12916
The Chamber,12.0,39.0,1996,113 min,"Crime, Drama, Thriller",6.0,45,12905
The Chamber,12.0,39.0,2016,88 min,"Horror, Thriller",4.4,40,1078
The Chamber,33.0,17.0,1996,113 min,"Crime, Drama, Thriller",6.0,45,12905
The Chamber,33.0,17.0,2016,88 min,"Horror, Thriller",4.4,40,1078
Possession,64.0,58.0,2002,102 min,"Drama, Mystery, Romance",6.3,52,12900
Animal Factory,83.0,58.0,2000,94 min,"Crime, Drama",6.6,65,12898
My Favorite Martian,12.0,30.0,1999,94 min,"Comedy, Family, Sci-Fi",5.1,33,12870
For Love or Money,37.0,45.0,1993,96 min,"Comedy, Drama, Romance",6.2,42,12867
The Last Thing He Wanted,5.0,14.0,2020,115 min,"Crime, Drama, Thriller",4.3,35,12857
Don't Knock Twice,23.0,21.0,2016,93 min,"Drama, Fantasy, Horror",5.1,45,12856
All About the Benjamins,30.0,77.0,2002,95 min,"Action, Comedy, Crime",5.9,34,12833
Italiensk for begyndere,88.0,79.0,2000,112 min,"Comedy, Drama, Romance",7.0,77,12828
Lords of Chaos,72.0,62.0,2018,118 min,"Biography, Drama, Horror",6.5,48,12814
Untamed Heart,54.0,77.0,1993,102 min,"Drama, Romance",6.8,59,12814
Biker Boyz,23.0,54.0,2003,110 min,"Action, Drama",4.7,36,12811
También la lluvia,87.0,85.0,2010,103 min,"Drama, History",7.4,69,12809
Over the Moon,81.0,73.0,2020,95 min,"Animation, Adventure, Comedy",6.5,60,12798
Intacto,72.0,82.0,2001,108 min,"Drama, Fantasy, Romance",6.9,59,12796
Shut In,48.0,31.0,2016,91 min,"Drama, Horror, Mystery",4.8,25,12795
Shut In,48.0,31.0,2015,90 min,"Drama, Horror, Thriller",5.7,39,11832
Cookie's Fortune,86.0,65.0,1999,118 min,"Comedy, Drama",6.8,70,12792
Something to Talk About,39.0,52.0,1995,106 min,"Comedy, Drama, Romance",5.7,62,12781
Beach Rats,85.0,57.0,2017,98 min,Drama,6.4,78,12768
The Crossing Guard,75.0,53.0,1995,111 min,"Drama, Thriller",6.3,46,12768
Something New,61.0,72.0,2006,99 min,"Comedy, Drama, Romance",6.7,64,12756
Mirai no Mirai,,86.0,2018,98 min,"Animation, Adventure, Drama",7.0,81,12737
Unplanned,42.0,94.0,2019,109 min,"Biography, Drama",5.8,10,12716
Owning Mahowny,79.0,75.0,2003,104 min,"Crime, Drama, Thriller",7.1,70,12711
Excess Baggage,32.0,41.0,1997,101 min,"Action, Comedy, Crime",5.4,34,12708
Earthquake Bird,50.0,54.0,2019,107 min,"Crime, Drama, Mystery",5.9,51,12700
High School High,19.0,37.0,1996,86 min,"Comedy, Crime, Romance",5.6,33,12697
Archive,78.0,66.0,2020,109 min,"Drama, Mystery, Sci-Fi",6.3,67,12692
Weekend at Bernie's II,10.0,41.0,1993,97 min,"Adventure, Comedy, Fantasy",4.9,16,12692
The Super,40.0,64.0,2017,90 min,"Horror, Thriller",5.7,47,12678
Black Butterfly,40.0,41.0,2017,93 min,Thriller,6.2,43,12662
Say It Isn't So,9.0,31.0,2001,95 min,"Comedy, Romance",5.0,21,12661
Blue Steel,75.0,35.0,1990,102 min,"Action, Crime, Drama",5.8,54,12654
Shadow in the Cloud,77.0,35.0,2020,83 min,"Action, Horror, War",4.8,66,12625
Meek's Cutoff,86.0,53.0,2010,104 min,"Adventure, Drama, Thriller",6.6,85,12622
24 Hours to Live,52.0,29.0,2017,93 min,"Action, Sci-Fi, Thriller",5.8,37,12619
Desert Flower,50.0,72.0,2009,120 min,"Biography, Drama",7.4,54,12588
Kodachrome,70.0,69.0,2017,105 min,Drama,6.8,57,12585
Howl,63.0,58.0,2010,84 min,"Biography, Drama, Romance",6.7,63,12578
Africa I Love You,,,2001,141 min,"Biography, Drama, History",7.5,72,12564
Undead,32.0,44.0,2003,104 min,"Action, Comedy, Fantasy",5.4,34,12559
Stealing Harvard,9.0,39.0,2002,85 min,"Comedy, Crime",5.2,25,12552
Hatchet II,42.0,35.0,2010,85 min,"Action, Comedy, Horror",5.5,49,12547
Girl,85.0,73.0,2018,105 min,Drama,7.1,73,12546
Thank You for Your Service,77.0,72.0,2017,109 min,"Biography, Drama, War",6.6,68,12536
Tetro,71.0,70.0,2009,127 min,Drama,6.8,65,12530
The Ladies Man,11.0,42.0,2000,84 min,Comedy,5.2,22,12529
Corky Romano,7.0,39.0,2001,86 min,"Comedy, Crime",4.7,20,12528
The Oranges,31.0,32.0,2011,90 min,"Comedy, Drama, Romance",5.8,46,12525
Outcast,4.0,22.0,2014,99 min,"Action, Adventure, Drama",4.6,33,12521
Dhobi Ghat,65.0,70.0,2010,100 min,Drama,7.0,55,12519
Skin,,96.0,2018,118 min,"Biography, Crime, Drama",6.9,58,12492
Skin,,96.0,2008,107 min,"Biography, Drama",7.0,62,3277
Skin,84.0,79.0,2018,118 min,"Biography, Crime, Drama",6.9,58,12492
Skin,84.0,79.0,2008,107 min,"Biography, Drama",7.0,62,3277
Dou foh sin,,,2007,88 min,"Action, Crime, Thriller",6.8,38,12472
Fireflies in the Garden,22.0,45.0,2008,99 min,Drama,6.5,34,12468
The Abandoned,38.0,42.0,2006,99 min,"Horror, Mystery, Thriller",5.5,42,12466
Kaboom,60.0,41.0,2010,86 min,"Comedy, Mystery, Romance",5.7,64,12453
Antiviral,66.0,40.0,2012,108 min,"Horror, Mystery, Sci-Fi",5.7,55,12448
Rebound,14.0,38.0,2005,86 min,"Comedy, Family, Sport",5.2,36,12440
Venus,88.0,74.0,2006,95 min,"Comedy, Drama, Romance",7.1,82,12434
Kites,72.0,53.0,2010,123 min,"Action, Drama, Romance",6.1,62,12431
Yoga Hosers,23.0,35.0,2016,88 min,"Action, Comedy, Fantasy",4.3,23,12428
Utøya 22. juli,83.0,67.0,2018,93 min,"Drama, Thriller",7.2,71,12413
The Pillow Book,67.0,81.0,1996,126 min,Drama,6.7,64,12413
Not Without My Daughter,50.0,71.0,1991,116 min,"Drama, Thriller",6.4,57,12413
Tom and Jerry,24.0,83.0,2021,101 min,"Animation, Comedy, Family",5.3,33,12411
A Cock and Bull Story,88.0,66.0,2005,94 min,Comedy,6.7,80,12408
The Boy: Bramhs' Curse,,,2020,86 min,"Drama, Horror, Mystery",4.6,29,12387
Henry & June,62.0,68.0,1990,136 min,"Biography, Drama",6.3,62,12375
Autoreiji,,,2010,109 min,"Action, Crime, Drama",6.8,67,12356
L'avenir,99.0,71.0,2016,102 min,Drama,7.0,88,12355
Goon: Last of the Enforcers,42.0,41.0,2017,101 min,"Comedy, Sport",5.8,48,12354
They,,,2002,89 min,"Horror, Mystery, Thriller",4.8,31,12345
Red Road,88.0,71.0,2006,113 min,"Drama, Mystery, Thriller",6.8,73,12344
A Fall from Grace,16.0,51.0,2020,120 min,"Drama, Fantasy, Thriller",5.9,34,12339
Beyond a Reasonable Doubt,7.0,36.0,2009,106 min,"Crime, Drama, Mystery",5.9,35,12323
Snow Angels,67.0,67.0,2007,107 min,"Crime, Drama, Romance",6.8,67,12320
Slaughterhouse Rulez,38.0,53.0,2018,104 min,"Action, Comedy, Fantasy",5.3,39,12309
Henry Poole Is Here,40.0,52.0,2008,99 min,"Comedy, Drama",6.4,44,12304
The Day,,,2011,87 min,"Action, Drama, Horror",5.2,41,12300
Why Did I Get Married?,48.0,78.0,2007,113 min,"Comedy, Drama",5.9,54,12286
Uncle Drew,61.0,47.0,2018,103 min,"Comedy, Sport",5.8,57,12278
Snow Cake,64.0,86.0,2006,112 min,"Drama, Romance",7.5,54,12274
Im Labyrinth des Schweigens,82.0,77.0,2014,124 min,"Drama, History",7.3,62,12266
Brideshead Revisited,62.0,52.0,2008,134 min,"Drama, Romance",6.7,64,12256
Blue Chips,37.0,51.0,1994,108 min,"Drama, Sport",6.2,54,12253
Daydream Nation,68.0,50.0,2010,98 min,"Drama, Romance",6.4,57,12247
The Last Days of Disco,73.0,66.0,1998,113 min,"Comedy, Drama, Music",6.7,76,12246
Hallam Foe,73.0,72.0,2007,95 min,"Drama, Mystery, Romance",7.0,62,12242
A Dirty Shame,53.0,51.0,2004,89 min,Comedy,5.1,56,12241
Fresh,88.0,92.0,1994,114 min,"Crime, Drama, Thriller",7.6,81,12237
Oorlogswinter,74.0,78.0,2008,103 min,"Drama, History, War",7.0,66,12230
Certain Women,92.0,51.0,2016,107 min,Drama,6.3,82,12221
Five Minutes of Heaven,75.0,60.0,2009,89 min,"Drama, Thriller",6.6,62,12219
Hoodwinked Too! Hood vs. Evil,11.0,35.0,2011,87 min,"Animation, Comedy, Crime",4.7,20,12216
Galveston,73.0,54.0,2018,91 min,"Action, Crime, Drama",6.2,57,12204
Outlaw,21.0,52.0,2007,103 min,"Action, Crime, Drama",5.7,45,12203
Home for the Holidays,63.0,72.0,1995,103 min,"Comedy, Drama, Romance",6.6,56,12190
The Vault,28.0,26.0,2017,91 min,"Crime, Horror, Mystery",4.8,50,12186
Love Is Strange,93.0,66.0,2014,94 min,"Drama, Romance",6.7,82,12180
Trailer Park Boys: The Movie,57.0,78.0,2006,95 min,"Comedy, Crime",7.2,38,12179
Welcome to Mooseport,13.0,19.0,2004,110 min,"Comedy, Romance",5.2,33,12177
Point Blank,38.0,30.0,2019,86 min,"Action, Crime, Drama",5.7,37,12175
Let Him Go,83.0,76.0,2020,113 min,"Crime, Drama, Thriller",6.7,63,12169
W.E.,12.0,48.0,2011,119 min,"Drama, History, Romance",6.3,37,12167
Dreamer: Inspired by a True Story,64.0,78.0,2005,106 min,"Drama, Family, Sport",6.8,59,12166
Wildling,70.0,40.0,2018,92 min,"Drama, Fantasy, Horror",5.5,58,12162
Copenhagen,88.0,80.0,2014,98 min,"Adventure, Drama, Romance",7.1,71,12159
Churchill,49.0,54.0,2017,105 min,"Biography, Drama, History",6.1,44,12157
The Hummingbird Project,57.0,47.0,2018,111 min,"Drama, Thriller",6.2,58,12154
Shade,67.0,58.0,2003,101 min,"Crime, Thriller",6.3,40,12152
In Darkness,47.0,36.0,2018,100 min,"Mystery, Thriller",5.8,59,12146
The Only Living Boy in New York,33.0,52.0,2017,89 min,Drama,6.3,33,12145
Chappaquiddick,81.0,68.0,2017,106 min,"Biography, Drama, History",6.4,67,12144
King of Thieves,33.0,26.0,2018,108 min,"Biography, Crime, Drama",5.5,47,12141
Return to Sender,14.0,24.0,2015,92 min,"Drama, Thriller",5.1,23,12135
Violet & Daisy,22.0,34.0,2011,88 min,"Action, Comedy, Crime",6.1,43,12126
Mr. Morgan's Last Love,31.0,53.0,2013,111 min,"Comedy, Drama, Romance",6.8,36,12118
Code inconnu: Récit incomplet de divers voyages,75.0,79.0,2000,118 min,Drama,7.2,74,12111
Kicking and Screaming,57.0,75.0,1995,96 min,"Comedy, Drama, Romance",6.8,75,12109
The War with Grandpa,30.0,85.0,2020,94 min,"Comedy, Drama, Family",5.6,34,12099
College,5.0,27.0,2008,94 min,Comedy,4.6,15,12092
Conversations with Other Women,74.0,76.0,2005,84 min,"Comedy, Drama, Romance",7.0,62,12084
The Duke of Burgundy,94.0,65.0,2014,104 min,"Drama, Romance",6.5,87,12065
The English Teacher,41.0,31.0,2013,93 min,"Comedy, Drama",5.8,42,12065
Slums of Beverly Hills,81.0,68.0,1998,91 min,"Comedy, Drama",6.6,69,12065
Palindromes,43.0,69.0,2004,100 min,"Comedy, Drama",6.7,53,12059
Amelia,20.0,31.0,2009,111 min,"Adventure, Biography, Drama",5.8,37,12057
Killing Gunther,48.0,28.0,2017,92 min,"Action, Comedy, Thriller",4.8,53,12050
PCU,47.0,75.0,1994,79 min,Comedy,6.6,42,12049
Louder Than Bombs,73.0,52.0,2015,109 min,Drama,6.6,70,12036
Mark Felt: The Man Who Brought Down the White House,36.0,39.0,2017,103 min,"Biography, Drama, History",6.4,49,12028
